city,neighborhood,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price
רמת גן,רמת אפעל,דירה,135,0.0,5.0,1,1,1,1,1,0,0,1,0,0,8500
ירושלים,מנחת,דירה,78,0.0,3.0,1,0,1,1,1,0,0,1,0,1,6900
ראשון לציון,"רמב""ם",בניין מגורים,45,0.0,0.0,1,1,0,1,1,0,0,0,0,0,5500
אריאל,אין,דירה,40,0.0,2.5,0,1,0,0,0,1,1,0,0,1,3400
חדרה,אין,יחידת דיור,35,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3000
שדרות,נאות הדקל,יחידת דיור,100,0.0,1.0,0,1,0,0,0,0,1,0,1,0,2000
נתניה,מרכז העיר,דירה,140,0.0,5.0,1,1,1,1,1,0,0,1,0,0,7500
אניעם,אין,דירה,35,0.0,2.0,1,1,1,0,0,1,0,1,0,1,2800
אילת,מצפה ים,דירה,110,0.0,4.0,0,1,1,0,1,1,0,0,0,0,4700
ירושלים,בקעה,סאבלט,120,20.0,3.0,1,1,0,0,0,1,1,0,0,0,650
באר שבע,נאות לון,יחידת דיור,50,0.0,2.0,1,1,1,0,0,1,1,0,0,0,3100
אשקלון,בן גוריון,דירה,32,0.0,2.0,0,1,0,0,0,0,1,0,1,0,0
עכו,"אברהם דנינו, בן גוריון",יחידת דיור,25,0.0,1.5,0,1,0,0,0,1,1,0,0,0,2600
צור משה,אין,יחידת דיור,80,0.0,3.0,0,0,0,0,0,0,0,0,0,0,4700
ירושלים,גילה,דירת גן,123,0.0,3.0,2,1,0,0,0,1,0,0,1,0,5500
נתיבות,אין,דירה,115,0.0,5.0,1,1,1,1,1,0,0,0,0,1,3400
רמת גן,מרכז העיר ג',סטודיו/לופט,30,0.0,1.5,0,1,0,0,0,1,1,0,1,0,3600
באר שבע,נווה מנחם,דירה,98,0.0,4.0,0,0,1,0,1,1,1,1,0,0,3700
תל אביב יפו,רמת ישראל,יחידת דיור,30,0.0,1.0,0,1,0,0,0,0,1,0,1,1,3500
ירושלים,הר נוף,דירה,38,8.0,2.0,1,1,0,0,1,1,1,1,1,0,4220
בית שמש,פסגות השבע,דירה,120,0.0,4.0,0,1,1,1,0,1,0,0,1,1,4000
תקוע,אין,דירה,70,10.0,2.0,1,1,0,0,0,0,1,0,0,0,3000
מטולה,אין,בית פרטי/קוטג,400,240.0,5.5,3,1,1,1,0,0,1,0,0,1,5700
הרצליה,מרכז,דירה,84,0.0,3.0,0,1,0,0,0,1,0,0,0,0,7300
בת ים,אין,דירה,70,0.0,3.0,0,1,1,0,0,1,0,0,0,0,4500
באר שבע,שכונה א,יחידת דיור,35,0.0,2.0,0,1,0,0,0,0,1,0,0,0,2190
פרדסיה,אין,בית פרטי/קוטג,300,0.0,8.0,0,1,1,1,0,1,1,1,0,0,14000
חדרה,מרכז העיר,דירה,110,0.0,3.5,0,1,1,0,1,0,0,0,0,0,4200
כפר סבא,אין,דירה,100,0.0,3.5,0,1,1,0,0,0,1,0,1,0,5400
באר שבע,שכונה ב,דירת גן,104,0.0,4.0,0,1,1,1,1,0,0,0,1,1,5000
ירושלים,רמת שלמה,דירה,92,0.0,3.0,1,1,1,1,1,0,0,1,1,0,5950
ראשון לציון,נוה הדרים,דירה,105,0.0,1.0,1,1,1,1,1,1,0,0,1,0,6800
מודיעין מכבים רעות,מוריה (בוכמן דרום),יחידת דיור,35,0.0,1.5,0,1,1,0,0,0,1,0,1,0,4000
רמת גן,שכונת הגפן,דירה,80,0.0,2.0,0,1,0,0,0,1,1,0,0,0,7000
תל אביב יפו,הצפון הישן החלק הצפוני,דירה,95,0.0,3.0,1,1,1,0,0,1,1,0,0,1,8200
תל אביב יפו,לב תל אביב החלק הדרומי,חניה,16,0.0,0.0,0,0,0,0,0,0,0,1,0,0,850
ראשון לציון,"רמב""ם",דירה,76,0.0,3.0,1,1,0,0,0,0,0,0,0,0,4200
נס ציונה,אין,דירה,121,0.0,4.0,1,1,0,1,1,1,0,0,0,0,7000
גדרה,אין,בית פרטי/קוטג,200,50.0,6.0,0,1,1,0,0,0,1,0,1,0,8300
אשקלון,נאות אשקלון,דירה,90,0.0,4.0,1,1,0,0,1,1,0,1,1,0,3650
באר יעקב,אין,דירה,139,0.0,5.0,1,1,1,1,1,0,0,0,0,1,7000
גבעתיים,שיינקין,דירה,82,0.0,4.0,0,1,0,0,0,1,0,0,0,0,6500
ירושלים,הר נוף,דירה,65,0.0,3.0,0,1,0,0,0,1,1,0,1,0,5000
רמת גן,שיכון מזרחי,דירה,90,0.0,4.0,1,1,1,0,1,1,1,0,0,0,6300
רחובות,מילצ'ן;שעריים,דירה,125,0.0,5.0,1,1,1,1,1,0,0,0,0,0,6000
בית שמש,"שז""ר",דירה,115,0.0,4.0,2,1,0,1,0,0,0,1,1,0,4850
כפר סבא,אין,דופלקס,140,0.0,5.0,1,1,1,0,0,0,0,0,0,0,5800
חדרה,הפארק,דירה,126,0.0,4.0,0,1,0,1,1,0,0,0,0,1,0
חצור הגלילית,אין,דירה,140,0.0,5.0,1,1,1,1,0,0,0,0,0,0,4600
שוהם,אין,דירה,86,0.0,3.0,1,1,1,0,1,0,0,1,0,0,5800
ראשון לציון,"רמב""ם",דירה,125,0.0,4.0,0,1,1,0,1,0,0,1,0,1,6300
ירושלים,קטמון א-ו,יחידת דיור,40,0.0,2.0,0,0,1,0,0,0,0,0,0,0,3000
נתניה,אין,יחידת דיור,40,0.0,1.0,0,1,0,0,0,1,1,0,1,0,3800
גבעת שמואל,רמת הדקלים,דירה,130,0.0,5.0,1,1,1,1,1,0,0,1,0,0,7700
בית דגן,אין,יחידת דיור,70,0.0,2.0,0,1,0,0,0,0,1,0,0,0,4500
באר שבע,שכונה ג,דירה,50,0.0,2.0,0,1,0,0,0,1,1,0,1,0,2000
משמר הירדן,אין,בית פרטי/קוטג,280,200.0,4.0,1,0,1,1,0,0,0,0,0,0,4000
ערוגות,אין,דירה,140,50.0,4.0,0,1,1,0,0,1,1,1,0,1,5600
רמת גן,יד לבנים,דירה,70,0.0,3.0,1,1,1,1,1,0,0,0,0,0,6900
תל אביב יפו,פלורנטין,דירה,40,0.0,2.0,1,1,0,0,0,1,0,0,1,0,4600
רמת גן,נחלת גנים,דירה,81,0.0,3.5,0,1,0,0,1,1,0,1,0,0,7000
תל אביב יפו,רמת הטייסים,דירה,80,0.0,3.0,1,1,0,0,0,0,0,0,0,0,5500
רמת ישי,אין,מרתף/פרטר,145,100.0,2.0,0,1,0,0,0,1,1,0,0,0,2800
שקף,אין,בית פרטי,160,0.0,6.0,1,1,1,1,0,1,0,0,0,0,7500
עכו,הכרם ב,דירה,155,0.0,5.5,2,1,1,1,1,1,1,1,1,1,5800
אשקלון,אפרידר,יחידת דיור,60,30.0,1.5,1,0,1,0,0,1,1,0,0,0,2650
אילת,אין,יחידת דיור,50,30.0,2.0,0,1,1,0,0,1,1,0,0,0,3500
רחובות,קרית משה,דירה,130,0.0,5.0,1,1,0,0,0,1,1,0,1,1,4900
ראשון לציון,כצנלסון,דירה,110,0.0,3.5,0,1,0,0,1,0,1,0,0,1,6000
נשר,רמות יצחק,דירה,88,0.0,3.5,0,1,0,0,0,1,0,0,1,0,2900
הרצליה,מרכז,דירה,95,0.0,3.0,0,1,1,0,0,0,1,0,0,0,6000
ירושלים,תלפיות מזרח,דירה,38,0.0,2.0,0,0,1,0,0,0,1,0,0,0,3150
חדרה,"נחליאל;גבעת ביל""ו",בית פרטי/קוטג,437,300.0,5.0,1,1,1,1,0,1,0,1,1,1,8500
מיתר / כרמית,אין,יחידת דיור,70,100.0,3.0,1,1,1,0,0,1,0,0,0,1,3456
אור יהודה,שיכון ממשלתי,דירה,80,30.0,2.0,0,1,1,0,0,1,0,0,0,0,3500
חיפה,הדר הכרמל,יחידת דיור,25,0.0,1.0,1,1,0,0,0,0,1,0,0,0,1700
באר שבע,אין,דירת גן,155,30.0,5.0,0,1,1,1,1,1,0,1,1,1,5350
הרצליה,נוה עמל,יחידת דיור,85,70.0,1.0,1,1,1,0,0,1,0,0,1,0,2800
תל אביב יפו,נוה גולן,דירה,70,0.0,3.0,0,0,0,0,1,0,0,0,0,0,4500
אליכין,אין,דו משפחתי,100,0.0,4.0,0,1,0,0,0,0,0,0,0,0,4800
כפר סבא,פרחים;דגניה,דירה,135,0.0,4.5,1,1,1,1,1,0,0,1,0,0,6750
כרמיאל,שגיא,בית פרטי/קוטג,500,300.0,6.0,2,1,1,0,0,1,1,0,0,1,7900
בית דגן,אין,סטודיו/לופט,100,70.0,1.0,1,0,1,0,0,0,0,0,0,0,3000
קרית אונו,אין,דירה,94,0.0,3.0,1,1,1,1,1,1,0,0,0,0,6500
תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירה,50,0.0,1.0,0,1,1,0,0,0,0,0,0,0,7800
נשר,רמות יצחק,פרטי/קוטג,140,300.0,5.0,1,1,1,1,0,0,1,0,0,1,6300
פרדס חנה כרכור,אין,בית פרטי/קוטג,600,500.0,3.5,0,1,0,0,0,0,0,0,0,0,7000
הרצליה,מרכז,דירת גן,140,60.0,4.0,0,1,0,0,0,0,0,0,1,0,7300
שמשית,אין,בית פרטי/קוטג,500,0.0,4.0,1,1,1,1,0,0,0,0,0,0,6500
אדם - גבע בנימין,אין,דירה,200,120.0,3.0,1,1,0,0,0,0,0,0,1,0,3800
דימונה,אין,דירה,92,0.0,3.0,1,0,1,0,0,1,1,0,0,0,1700
ראשון לציון,"רמב""ם",דירה,100,0.0,4.5,0,1,0,0,1,1,0,0,0,0,6000
טבריה,אין,דירה,76,0.0,3.0,0,1,0,0,0,1,0,0,0,0,2650
קרית טבעון,אין,דירה,218,150.0,3.0,0,1,1,0,0,1,1,1,1,1,3800
תל אביב יפו,התקווה,דירה,80,0.0,3.0,1,1,1,0,0,1,0,0,1,1,4300
גבעתיים,תל גנים,דירה,70,0.0,3.0,1,1,0,0,0,1,0,0,0,0,5000
תל אביב יפו,אפקה,סאבלט,115,0.0,4.0,1,1,1,0,1,0,1,1,0,0,10000
כפר יונה,אין,בית פרטי/קוטג,150,0.0,5.0,2,1,1,1,0,0,0,1,1,0,6600
חיפה,כרמל ותיק,דירה,55,0.0,2.0,1,1,1,0,0,1,0,0,1,0,2800
נווה ימין,אין,יחידת דיור,55,0.0,2.0,1,0,0,0,0,0,1,0,0,0,5800
גבעת זאב,אין,דירה,60,0.0,3.0,0,1,0,0,0,1,0,0,0,0,4100
קרית מוצקין,מוצקין הותיקה,דירה,50,0.0,2.0,2,1,0,0,0,0,0,0,0,0,3000
רמת ישי,אין,יחידת דיור,55,15.0,2.0,0,1,0,0,0,0,0,0,0,0,2800
קרית טבעון,אין,דירה,70,0.0,3.0,0,1,0,0,0,1,0,0,0,0,2900
רחובות,אפריים;סלע,דירה,110,0.0,4.0,1,1,1,0,1,0,0,0,0,0,6400
שלומי,אין,דירה,74,0.0,1.0,1,1,0,1,0,1,0,0,0,0,3200
חיפה,נוה יוסף,דירה,70,0.0,3.0,0,1,0,0,1,0,1,0,0,0,3100
מעלות תרשיחא,אין,יחידת דיור,50,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0
רמת גן,מרכז העיר ג',דירה,75,0.0,3.0,0,1,0,0,0,1,0,0,1,0,5300
הרצליה,נווה עובד,דירה,128,0.0,4.0,2,1,1,0,1,1,0,1,1,1,7900
פתח תקווה,שעריה,בית פרטי/קוטג,430,150.0,6.0,3,1,1,1,0,0,0,1,0,1,0
טבריה,גאולים,דירת גן,223,115.0,5.0,2,1,0,0,0,1,1,0,0,0,0
נתניה,מרכז העיר,דירה,90,0.0,3.0,0,1,1,0,1,1,1,0,0,0,6500
רמת גן,תל יהודה,דירת גן,80,0.0,3.5,0,1,0,0,0,1,0,0,1,0,6200
אשדוד,רובע ה,דירה,115,0.0,4.5,1,1,0,0,1,0,1,0,0,0,5300
תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירה,125,0.0,4.0,2,1,0,0,0,0,0,0,0,0,11000
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,95,0.0,4.5,1,1,1,1,1,1,0,0,0,0,14500
כפר יונה,אין,יחידת דיור,50,0.0,2.0,0,1,0,1,0,1,1,0,0,1,3800
ירושלים,פסגת זאב מזרח,דירה,1,0.0,4.5,1,0,1,0,0,0,0,0,1,0,4500
נתניה,מרכז העיר,דירה,100,0.0,4.0,1,1,1,0,1,1,1,0,0,0,5500
נשר,בן דור,דירה,70,0.0,1.0,0,1,1,0,0,0,1,0,0,0,1750
ראש העין,"רמב""ם",גג/פנטהאוז,100,0.0,3.5,1,1,0,0,0,1,0,0,0,0,4500
מצפה רמון,אין,דירה,55,0.0,3.0,0,1,0,0,0,0,1,0,0,0,2550
נופים,אין,דירת גן,177,180.0,5.0,1,1,1,1,0,0,0,0,0,0,1
אחיהוד,אין,דירה,80,0.0,3.0,1,1,1,0,0,1,0,0,0,0,3200
נתניה,גלי הים,דירה,158,0.0,6.0,1,1,1,1,1,0,1,1,0,1,9500
כפר טרומן,אין,דירת גן,140,80.0,2.5,0,1,1,0,0,1,1,0,0,0,5000
אשקלון,מרינה,דירה,110,0.0,4.0,1,1,1,1,1,0,0,1,0,1,5200
קדימה צורן,אין,דו משפחתי,330,200.0,5.5,1,1,1,1,0,0,0,0,0,0,11300
שעל,אין,יחידת דיור,70,15.0,2.5,1,1,1,0,0,0,0,0,0,0,2900
סתריה,אין,בית פרטי/קוטג,450,0.0,7.0,2,1,1,1,0,0,0,0,0,1,13000
באר שבע,נווה זאב,דירה,90,0.0,3.0,1,1,1,1,1,1,0,1,0,0,3000
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,60,0.0,3.0,0,1,0,0,0,0,1,0,1,0,6150
ירושלים,עיר גנים,דירה,50,0.0,2.5,1,1,0,0,0,1,1,1,1,0,3700
פתח תקווה,מרכז העיר צפון,דירה,88,0.0,4.0,0,1,0,0,0,1,1,0,0,0,4500
קרית מוצקין,מוצקין הותיקה,דירה,30,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1950
אשרת,אין,יחידת דיור,100,0.0,2.5,1,1,1,0,0,1,1,1,0,0,4000
באר שבע,שכונה ג,דירה,74,0.0,3.0,1,1,1,1,1,0,0,1,0,0,3500
ראשון לציון,נווה ים,יחידת דיור,40,0.0,2.0,0,1,0,0,0,1,0,0,1,0,3600
גיאה,אין,יחידת דיור,65,0.0,2.5,1,1,1,0,0,1,0,0,0,1,0
גן יבנה,אין,יחידת דיור,100,0.0,3.5,0,1,1,0,0,0,0,1,0,1,0
שקד,אין,גג/פנטהאוז,90,0.0,3.0,1,1,1,0,0,0,1,0,0,1,3500
נצרת עילית,צפונית,דירה,60,0.0,3.0,0,1,1,0,0,1,1,0,0,0,3200
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,100,0.0,3.5,1,1,0,1,0,1,0,0,0,0,7000
עתלית,אין,גג/פנטהאוז,200,0.0,5.0,2,1,1,1,1,0,0,1,0,1,7200
"גבעת כ""ח",אין,יחידת דיור,40,0.0,2.0,1,1,1,0,0,0,0,0,0,1,4200
ראש העין,פסגות אפק,דירה,110,0.0,4.0,1,1,1,1,1,0,0,1,0,0,6200
תל אביב יפו,עזרא,יחידת דיור,45,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0
באר שבע,נווה מנחם,דירה,100,0.0,4.0,0,1,1,1,1,0,0,0,0,0,3300
קרית עקרון,אין,יחידת דיור,43,0.0,1.0,0,1,0,0,0,1,0,0,0,0,2600
נתניה,קרית השרון,דירת גן,220,120.0,3.0,1,1,1,1,1,0,1,1,0,1,5900
חריש,אין,דירה,112,0.0,4.0,1,1,1,1,1,0,1,0,1,1,3600
רמת גן,אין,דירה,65,0.0,2.5,1,1,0,0,0,1,0,0,0,0,4950
כפר סבא,קפלן;בית ונוף,יחידת דיור,35,0.0,2.0,1,1,1,0,0,1,0,0,0,0,4000
דאלית אל כרמל,אין,סטודיו/לופט,52,0.0,2.0,0,0,1,0,0,0,0,0,0,0,2600
טירת כרמל,אין,דירה,70,0.0,2.0,0,0,0,0,0,0,1,0,0,0,2000
חיפה,הוד הכרמל,סטודיו/לופט,35,0.0,1.0,1,1,1,1,0,1,1,0,1,0,2300
ראשון לציון,נאות שקמה,דירה,128,0.0,5.0,1,1,1,1,1,1,0,1,1,1,7400
רמת גן,מרכז העיר א',דירה,70,0.0,2.5,2,1,0,0,0,0,0,0,0,0,5000
ירושלים,בקעה,דירה,60,0.0,2.0,1,0,0,0,0,1,0,0,0,0,6500
תל אביב יפו,יד אליהו,דירה,65,0.0,3.0,0,1,1,0,0,1,0,0,1,0,5500
קרית מוצקין,מוצקין הותיקה,דירה,65,0.0,3.0,0,1,0,0,0,0,1,0,0,0,2850
פתח תקווה,מרכז העיר דרום,דירה,75,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0
חיפה,שמבור,דירת גן,75,50.0,3.0,1,1,0,0,1,0,0,1,1,0,4500
פרדס חנה כרכור,אין,בית פרטי/קוטג,300,150.0,6.5,2,1,1,1,0,0,0,0,0,1,8000
רמלה,אשכול,דירה,70,0.0,3.0,0,1,0,0,0,0,1,0,0,0,3400
פתח תקווה,נווה עוז,יחידת דיור,80,0.0,2.5,0,1,0,1,0,1,0,0,1,1,3600
רחובות,מילצ'ן;שעריים,דירה,107,0.0,4.0,1,1,1,0,1,0,0,0,0,0,5500
חיפה,הדר עליון,דירה,100,0.0,4.0,1,1,0,0,0,0,0,0,0,0,3500
ירושלים,פסגת זאב מרכז,דירה,80,0.0,1.5,1,1,1,0,0,1,1,0,1,1,3400
רחובות,אפריים;סלע,בית פרטי/קוטג,400,200.0,3.5,3,1,0,0,0,0,0,1,0,0,7000
נס ציונה,גני איריס ; גבעת האירוסים,יחידת דיור,50,30.0,2.0,0,1,0,0,0,1,1,0,1,0,4000
קרית אונו,קרית אונו הותיקה,יחידת דיור,40,0.0,2.5,0,1,0,1,0,1,1,0,1,0,4000
נתניה,נאות הרצל,דירה,100,0.0,4.0,0,1,1,0,1,1,0,0,0,0,6000
נתניה,מרכז העיר,דירה,65,0.0,3.0,0,1,0,0,1,0,0,0,0,0,4600
להבים,אין,יחידת דיור,94,25.0,3.0,1,1,1,0,0,0,1,0,0,0,3200
תל אביב יפו,נוה חן,דירה,96,0.0,4.0,1,1,1,1,1,0,0,0,0,0,7700
חיפה,הדר הכרמל,דירה,50,0.0,2.5,1,1,0,0,0,1,1,0,1,0,1800
הרצליה,יד התשעה,דירה,73,0.0,3.5,0,1,0,0,0,1,1,0,1,0,5000
חולון,קריית שרת,דירה,101,0.0,4.0,1,1,1,0,1,1,0,0,0,0,6200
נהריה,מרכז העיר,דירה,137,0.0,4.0,1,1,1,1,1,0,0,0,0,1,6500
אשדוד,רובע י,דירה,81,0.0,3.0,0,1,0,0,0,0,1,0,0,0,4300
ירושלים,קרית היובל,דירה,60,0.0,3.0,0,1,0,0,0,0,0,0,1,0,3850
בית קשת,אין,יחידת דיור,45,30.0,2.0,1,1,1,0,0,1,1,0,0,0,3000
שדרות,נאות יצחק רבין,דירה,118,0.0,4.0,1,1,1,1,1,0,1,0,0,0,3700
נשר,רמות יצחק,דירה,85,0.0,4.0,0,1,1,0,1,1,0,0,0,0,3500
בית שמש,מרכז העיר,דירה,80,0.0,3.5,0,1,0,0,0,1,0,0,1,1,3800
אורנית,אין,בית פרטי/קוטג,300,0.0,7.0,3,1,1,1,0,0,0,0,0,0,9500
ירושלים,פסגת זאב מזרח,דירה,60,0.0,3.0,1,1,0,0,0,0,1,0,1,0,4500
ראשון לציון,שיכוני המזרח,דירה,140,0.0,5.0,1,1,1,1,1,0,0,0,0,0,7300
אשקלון,נווה דקלים,יחידת דיור,140,0.0,3.0,1,1,0,0,0,0,0,0,0,0,4200
פתח תקווה,רמות ורבר,דירה,154,0.0,5.0,1,1,1,0,1,1,1,1,1,0,7750
פתח תקווה,מרכז העיר דרום,דירה,100,0.0,4.5,1,1,0,1,1,1,0,1,0,0,6200
פתח תקווה,מחנה יהודה,דירה,98,0.0,4.0,0,1,1,0,1,1,0,0,0,0,4900
נעלה,אין,דירה,120,0.0,4.0,1,1,0,0,0,1,0,0,0,0,5000
רחובות,אפריים;סלע,יחידת דיור,50,0.0,2.0,0,1,0,0,0,1,1,0,1,0,3100
פתח תקווה,מרכז העיר דרום,יחידת דיור,40,0.0,2.0,0,1,0,0,0,1,1,0,1,0,3900
גבעת אבני,אין,דירה,110,0.0,3.0,0,0,1,0,0,1,0,0,0,0,3700
קרית מלאכי,אין,דירה,110,0.0,4.0,0,1,1,0,0,1,0,0,0,0,4300
תל אביב יפו,בצרון,דירה,65,0.0,2.5,1,0,0,0,0,1,1,0,0,1,6300
נהריה,מרכז העיר,גג/פנטהאוז,200,0.0,4.0,1,1,1,1,1,0,0,0,0,1,6000
רמת גן,נחלת גנים,דירה,60,0.0,2.5,0,1,0,0,0,1,0,0,0,0,5500
ראשון לציון,אברמוביץ',דירה,69,0.0,3.5,0,1,1,0,0,1,1,0,1,1,4800
חדרה,גבעת אולגה,דירה,147,0.0,5.5,1,1,1,1,1,0,0,1,0,1,5200
נהריה,"גבעת כצנלסון, גבעת שרת וקרית עשור",דירה,74,0.0,3.0,0,1,1,1,0,1,0,0,0,1,2900
הרצליה,מרכז,דירה,85,0.0,4.5,0,1,1,0,1,0,1,0,0,0,5500
ראשון לציון,נחלת יהודה,יחידת דיור,30,0.0,1.0,0,1,1,0,0,1,1,0,0,0,3200
עפולה,מרכז העיר,דירה,1,0.0,2.0,0,1,1,0,0,1,1,0,0,0,2300
רעננה,אין,דירה,120,0.0,4.0,0,1,1,0,1,1,0,1,0,0,7100
נתניה,רמת פולג,יחידת דיור,70,0.0,2.0,0,1,0,0,0,0,0,0,0,0,4200
רמת גן,רמת אפעל,דירה,135,0.0,5.0,1,1,1,1,1,0,0,1,0,0,8500
גבעתיים,קריית יוסף,דירה,45,0.0,2.0,1,1,0,0,0,0,1,0,0,0,4000
כפר יונה,אין,בית פרטי/קוטג,135,0.0,5.0,1,1,1,1,0,0,0,0,1,1,7500
יד נתן,אין,יחידת דיור,30,0.0,2.0,1,1,1,0,0,0,0,0,0,0,2300
טבריה,רבי עקיבא,יחידת דיור,40,0.0,2.0,1,1,1,0,0,1,1,1,1,0,2600
נתיבות,אין,דירה,146,0.0,5.0,1,1,1,1,1,0,0,0,0,1,3600
בית עריף,אין,דירה,50,0.0,2.0,1,1,1,0,0,1,0,0,0,0,3500
כפר סבא,אין,דירה,55,0.0,2.0,0,1,0,0,1,1,0,1,0,0,4500
בת ים,מתחם קוממיות,דירה,67,0.0,2.0,1,1,1,1,1,1,1,1,0,0,6700
רמת השרון,אין,בית פרטי/קוטג,330,230.0,4.0,3,1,1,0,0,0,0,1,0,1,9500
גבעתיים,קריית יוסף,דירה,95,0.0,3.5,1,1,0,0,0,1,1,0,1,0,7300
עפולה,רובע יזרעאל,דירה,140,0.0,4.0,2,1,1,1,1,0,0,1,0,1,4000
אור יהודה,אין,דירה,125,0.0,5.0,1,1,1,0,0,0,1,0,1,0,5000
ראשון לציון,אברמוביץ',דירה,67,0.0,3.0,0,1,0,0,0,0,1,0,0,0,4000
כוכב יאיר / צור יגאל,אין,יחידת דיור,80,50.0,2.0,1,1,0,1,0,0,0,0,0,0,3300
יתד,אין,משק חקלאי/נחלה,2500,2500.0,5.0,0,0,0,0,0,0,0,0,0,0,5000
הרצליה,הרצליה פיתוח,בית פרטי/קוטג,500,0.0,8.0,0,1,1,1,0,0,0,0,1,1,25000
חולון,קריית שרת,דירה,80,0.0,4.0,0,1,0,0,1,0,0,1,0,0,5458
ירושלים,תלפיות מזרח,דירה,65,0.0,2.0,1,1,0,0,0,1,0,1,0,0,4500
אור יהודה,אין,דירה,90,0.0,3.0,1,0,1,1,1,0,0,0,0,0,6300
קרית אונו,אין,דירה,137,0.0,5.0,1,1,1,1,1,0,0,0,0,1,8000
פתח תקווה,אם המושבות,דירה,125,0.0,5.0,1,1,1,1,1,1,0,0,1,1,7800
תל אביב יפו,כרם התימנים,דירה,35,0.0,1.5,0,1,0,0,0,0,1,0,1,0,5150
קרית ים,קרית ים ג,דירה,30,0.0,1.0,1,1,1,0,0,0,1,0,0,0,1400
אלוני אבא,אין,יחידת דיור,50,0.0,2.0,1,1,1,1,0,0,0,0,1,0,2900
קרית ים,קרית ים א,דירה,100,0.0,4.0,1,1,0,0,1,0,1,1,0,0,4000
חיפה,יזרעאליה,דירה,72,0.0,3.0,1,1,0,0,0,0,1,0,1,0,3600
גבעתיים,"רמב""ם",דירה,50,0.0,2.0,0,1,0,0,0,1,1,0,0,0,5300
באר שבע,שכונה ד,דירה,70,0.0,3.0,0,0,0,0,0,0,0,0,0,0,2400
תל אביב יפו,התקווה,גג/פנטהאוז,50,60.0,2.0,2,1,0,0,1,1,1,0,0,0,5900
תל אביב יפו,הצפון הישן החלק הצפוני,דירה,60,0.0,3.0,0,1,0,0,0,0,1,1,1,0,8600
רמת ישי,אין,יחידת דיור,37,15.0,2.0,0,1,0,0,0,0,0,0,0,0,2750
חיפה,רמת ויזניץ,דירה,100,0.0,4.0,1,0,1,0,0,1,0,0,0,1,5500
נתניה,בן ציון ורמת חן,דירה,128,0.0,5.0,1,1,1,1,1,0,0,0,0,0,7500
אור עקיבא,"אורות, גני רבין",דירה,147,0.0,5.0,1,1,1,1,1,1,0,0,0,0,5700
באר שבע,שכונה ג,דירה,82,0.0,4.0,0,1,1,0,1,1,1,0,0,0,3000
גדרה,אין,דירה,70,0.0,2.0,1,1,1,0,0,1,1,0,0,0,3400
אשקלון,אין,דירה,74,0.0,3.5,1,1,1,1,0,1,0,0,0,0,3400
בית שאן,אין,דירה,140,0.0,5.0,1,1,1,1,0,1,0,0,0,0,4000
גבעתיים,גבעת קוזלובסקי,דירה,115,80.0,4.0,0,1,1,1,0,1,1,0,0,1,8400
נתניה,קרית השרון,דירה,25,0.0,1.0,0,1,0,0,1,0,1,0,0,0,2390
תל אביב יפו,אזורי חן,דירה,135,0.0,4.0,2,1,1,1,1,0,0,1,0,1,15500
קרית אונו,אין,יחידת דיור,65,0.0,2.0,0,1,0,0,0,0,1,0,0,0,4300
כפר דניאל,אין,יחידת דיור,60,0.0,2.0,0,1,0,0,0,1,0,0,0,0,3700
בת ים,מרכז,דירה,75,0.0,3.0,0,1,1,0,1,0,0,0,0,0,5500
אילת,אורים,דירה,1,0.0,2.5,0,1,0,0,1,1,1,0,0,0,3650
קרית שמונה,אין,דירה,110,0.0,4.0,1,1,1,1,0,0,1,1,0,1,0
קרית אונו,אין,דירה,110,0.0,4.0,0,1,0,0,1,1,0,1,0,0,4500
רמת השרון,קרית יערים,יחידת דיור,40,0.0,1.0,0,1,0,0,0,1,1,0,0,0,4850
יבנה,השכונה הירוקה,דירה,163,0.0,5.0,1,1,1,1,1,1,0,1,0,1,7200
גבעתיים,בורוכוב,דירה,130,0.0,5.0,0,1,1,0,1,1,1,1,1,0,10700
תל אביב יפו,המשתלה,דירה,75,0.0,2.0,1,1,1,0,1,1,0,0,0,1,7000
גני תקווה,נוף סביון,דירה,87,0.0,3.0,0,1,0,0,1,0,0,1,1,0,4800
רחובות,מרמורק,דירה,70,0.0,3.0,0,1,0,0,0,0,1,0,0,0,3500
ראשון לציון,נחלת יהודה,יחידת דיור,55,0.0,2.0,1,1,0,0,0,1,1,0,0,0,4400
רמת גן,תל יהודה,דירה,60,0.0,2.0,0,1,0,0,0,1,0,0,0,0,4200
ראש העין,גבעת הסלעים,דירת גן,320,0.0,5.0,0,1,0,1,0,0,0,0,1,1,9500
בת ים,אין,דירה,90,0.0,3.5,0,1,1,0,0,1,1,0,0,0,4800
